numeroProcesso,numeroRegistro,nomeValorMobiliario,valorTotalInicial,valorTotalFinal,dataOferta,nomeTipoRequerimento,status,serie_nome,quantidadeAtivos,valorNominal,valorTotalLote,taxaRemuneracao,dataEmissao,dataVencimento,especie,avaliacaoRisco,remuneracaoFinal,amortizacao,incentivado,infraLei14801,resgateAntecipado
SRE/4194/2024,CVM/SRE/AUT/DEB/PRI/2025/006,Debêntures,"1.380.000.000,0000","1.380.000.000,0000",09/01/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,Debêntures 2ª Série,"460.000,0000","1.000,0000","460.000.000,0000","CDI + 1,00%",03/01/2025,03/01/2032,Quirografária,N/A,"CDI + 1,00%","Semestral, a partir do 66º mês",Não,Não,Sim
SRE/0010/2025,CVM/SRE/AUT/DEB/PRI/2025/004,Debêntures,"410.000.000,0000","410.000.000,0000",09/01/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,Debêntures,"410.000,0000","1.000,0000","410.000.000,0000","CDI + 0,50% a.a.",07/01/2025,07/01/2027,Quirografária,N/A,"CDI + 0,50% a.a.",Bullet,Não,Não,Sim
SRE/4223/2024,CVM/SRE/AUT/DEB/PRI/2025/003,Debêntures,"1.700.000.000,0000","1.700.000.000,0000",08/01/2025,OPD Aut Profissional - com bookbuilding - EGEM ou EFRF,Oferta Encerrada,Debêntures,"1.700.000,0000","1.000,0000","1.700.000.000,0000","CDI + 0,59% a.a.",08/01/2025,08/01/2031,Quirografária,,"CDI + 0,59% a.a.","O saldo do Valor Nominal Unitário das Debêntures será amortizado em 2 (duas) parcelas anuais consecutivas, devidas sempre no dia 8 do mês de janeiro, sendo que a primeira parcela será devida em 8 de janeiro de 2030 e a última na Data de Vencimento",Não,Não,Sim
SRE/0043/2025,CVM/SRE/AUT/DEB/PRI/2025/002,Debêntures,"200.000.000,0000","0,0000",07/01/2025,OPD Aut Profissional - sem bookbuilding - Emissor Não Registrado,Oferta Encerrada,Debêntures,,,,,,,,,,,,,
SRE/4046/2024,CVM/SRE/AUT/DEB/PRI/2025/001,Debêntures,"1.400.000.000,0000","1.400.000.000,0000",07/01/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,Debêntures,"1.400.000,0000","1.000,0000","1.400.000.000,0000",16.9181%,15/12/2024,15/01/2035,Quirografária,Não haverá,"Sobre o Valor Nominal Unitário incidirão juros remuneratórios correspondentes a 16,9181% (dezesseis inteiros e nove mil, cento e oitenta e um décimos de milésimospor cento) ao ano, base 252 (duzentos e cinquenta e dois) Dias Úteis.",No vencimento,Sim,Não,Sim
SRE/3987/2024,CVM/SRE/AUT/DEB/PRI/2024/978,Debêntures,"1.160.000.000,0000","838.074.000,0000",30/12/2024,OPD Aut Profissional - com bookbuilding - EGEM ou EFRF,Oferta Encerrada,1ª Série,"838.074,0000","1.000,0000","838.074.000,0000","CDI + 0,90%",15/12/2024,15/12/2029,Quirografária,AAA,"100% da Taxa DI acrescido, exponencialmente, de spread ou sobretaxa equivalente a 0,90% (noventa centésimos) ao ano",Na data do vencimento (Bullet),Não,Não,Sim
SRE/3987/2024,Em andamento,Debêntures,"1.160.000.000,0000","838.074.000,0000",30/12/2024,OPD Aut Profissional - com bookbuilding - EGEM ou EFRF,Oferta Encerrada,2ª Série,,,,,,,,,,,,,
SRE/4146/2024,CVM/SRE/AUT/DEB/PRI/2024/977,Debêntures,"400.000.000,0000","400.000.000,0000",27/12/2024,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,Debêntures,"400.000,0000","1.000,0000","400.000.000,0000","DI+1,20%",17/12/2024,17/12/2032,Quirografária,N/A,"DI+1,20%","será amortizado, em 3 (três) parcelas anuais consecutivas, devidas sempre no dia 17 de dezembro de cada ano, sendo que a primeira parcela será devida em 17 de dezembro de 2030, e as demais parcelas serão devidas em cada uma das respetivas datas de amortização das Debêntures",Não,Não,Sim
SRE/4110/2024,CVM/SRE/AUT/DEB/PRI/2024/976,Debêntures,"100.000.000,0000","100.000.000,0000",27/12/2024,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,"Debênture, em série única","100.000,0000","1.000,0000","100.000.000,0000","CDI + 1,76% a.a.",18/12/2024,18/12/2029,Quirografária,N.A.,"CDI + 1,76% a.a.","Anual, a partir do 3º ano",Não,Não,Sim
SRE/4218/2024,CVM/SRE/AUT/DEB/PRI/2024/975,Debêntures,"30.000.000,0000","0,0000",27/12/2024,OPD Aut Profissional - sem bookbuilding,Oferta Encerrada,Série Única,,,,,,,,,,,,,
SRE/4101/2024,CVM/SRE/AUT/DEB/PRI/2024/974,Debêntures,"100.000.000,0000","100.000.000,0000",27/12/2024,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,3ª Emissão - Série Única,"100.000,0000","1.000,0000","100.000.000,0000","CDI + 2,50%",20/12/2024,20/12/2029,Garantia Real,,"Sobre o Valor Nominal Unitário ou saldo do Valor Nominal Unitário, das Debêntures incidirão juros remuneratórios correspondentes a 100% (cem por cento) da variação acumulada das taxas médias diárias dos DI – Depósitos Interfinanceiros de um dia, “over extra-grupo”, expressas na forma percentual ao ano, base 252 (duzentos e cinquenta e dois) Dias Úteis, acrescida exponencialmente de um spread ou sobretaxa equivalente a 2,50% (dois inteiros e cinquenta centésimos por cento) ao ano, base 252 (duzentos e cinquenta e dois) Dias Úteis.","O pagamento do saldo do Valor Nominal Unitário das Debêntures será amortizado em 5 (cinco) parcelas anuais e consecutivas, devidas no 1º (primeiro), 2ª (segundo), 3º (terceiro), 4º (quarto) e 5º (quinto) anos contados da Data de Emissão, sendo o primeiro pagamento devido em 20 de dezembro de 2025 e o último pagamento devido na Data de Vencimento, observados os percentuais na tabela da Escritura de Emissão.",Não,Não,Sim
SRE/4202/2024,CVM/SRE/AUT/DEB/PRI/2024/973,Debêntures,"262.223.079,0000","0,0000",26/12/2024,OPD Aut Profissional - sem bookbuilding,Oferta Encerrada,"DEBÊNTURES SIMPLES, NÃO CONVERSÍVEIS EM AÇÕES",,,,,,,,,,,,,
SRE/4197/2024,CVM/SRE/AUT/DEB/PRI/2024/972,Debêntures,"625.000.000,0000","0,0000",26/12/2024,OPD Aut Profissional - sem bookbuilding,Oferta Encerrada,Debêntures Securitizadas,,,,,,,,,,,,,
SRE/3979/2024,CVM/SRE/AUT/DEB/PRI/2024/971,Debêntures,"200.000.000,0000","200.000.000,0000",26/12/2024,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,Debêntures Simples,"200.000,0000","1.000,0000","200.000.000,0000","CDI + 0,47% a.a.",15/12/2024,15/12/2029,Quirografária,FITCH RATINGS BRASIL LTDA.,"100% da variação acumulada das taxas médias diárias dos Depósitos Interfinanceiros – DI de um dia, over extra-grupo, calculadas e divulgadas diariamente pela B3, no informativo diário disponível em sua página de Internet, expressa na forma percentual ao ano, base 252 Dias Úteis, acrescido exponencialmente de uma sobretaxa de 0,47%. Dias Úteis.","O saldo do Valor Nominal Unitário das Debêntures será amortizado em 3 (três) parcelas anuais e consecutivas, a partir do 3º (terceiro) (inclusive) ano contado da Data de Emissão, sendo a primeira parcela devida em 15 de dezembro de 2027 e as demais parcelas serão devidas em cada uma das respectivas datas de amortização das Debêntures.",Não,Não,Sim
SRE/4097/2024,CVM/SRE/AUT/DEB/PRI/2024/970,Debêntures,"250.000.000,0000","250.000.000,0000",26/12/2024,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,Série única,"250.000,0000","1.000,0000","250.000.000,0000",,20/12/2024,20/12/2029,Garantia Real,N/A,"DI + 3,75% -  será paga mensalmente, sem carência, sendo o primeiro pagamento devido em 25 de janeiro de 2025","Mensal, após 12 meses",Não,Não,Sim
SRE/4095/2024,CVM/SRE/AUT/DEB/PRI/2024/969,Debêntures,"700.000.000,0000","700.000.000,0000",26/12/2024,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,41ª emissão - série única,"700.000,0000","1.000,0000","700.000.000,0000","IPCA + 8,8670% a.a. (base 252 dias úteis)",20/12/2024,20/12/2031,Quirografária,AAA.br,"Juros remuneratórios prefixados, correspondentes a 8,8670% ao ano, base 252 Dias Úteis.",Única parcela na data de vencimento.,Não,Não,Sim
SRE/3951/2024,CVM/SRE/AUT/DEB/PRI/2024/968,Debêntures,"500.000.000,0000","500.000.000,0000",26/12/2024,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,Debêntures Simples,"500.000,0000","1.000,0000","500.000.000,0000","IPCA + 8,63%",16/12/2024,15/12/2032,Quirografária,n/a,"IPCA + 8,63%","Anual, a partir de 15/12/2030",Sim,Não,Sim
SRE/4071/2024,CVM/SRE/AUT/DEB/PRI/2024/965,Debêntures,"1.000.000.000,0000","1.000.000.000,0000",26/12/2024,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,1ª Série Sênior,"600.000,0000","1.000,0000","600.000.000,0000","CDI + 0,60% a.a.",16/12/2024,16/10/2031,Quirografária,AAA.br(sf) pela Moody's Local Brasil,"Sobre o Valor Nominal Unitário das Debêntures da Primeira Série incidirão juros remuneratórios correspondentes à variação acumulada de 100% (cem por cento) das taxas médias diárias do DI de um dia, “over extragrupo”, expressas na forma percentual ao ano, base 252 (duzentos e cinquenta e dois) Dias Úteis, calculadas e divulgadas diariamente pela B3 (“Taxa DI”), acrescida de spread (sobretaxa) de 0,60% (sessenta centésimos por cento) ao ano, base 252 (duzentos e cinquenta e dois) Dias Úteis (“Remuneração das Debêntures da Primeira Série”).","O saldo do Valor Nominal Unitário, das Debêntures será amortizado a cada Data de Pagamento, nos termos desta Escritura de Emissão e desde que observada a Ordem de Aplicação dos Recursos prevista na clausula 4.31 prevista na Escritura, por meio do procedimento que consta da Clausula 4.14. da Escritura.",Não,Não,Sim
SRE/4071/2024,CVM/SRE/AUT/DEB/PRI/2024/966,Debêntures,"1.000.000.000,0000","1.000.000.000,0000",26/12/2024,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,2ª Série Sênior,"250.000,0000","1.000,0000","250.000.000,0000","CDI + 0,90% a.a.",16/12/2024,16/10/2031,Quirografária,AAA.br(sf) pela Moody's Local Brasil,"Sobre o Valor Nominal Unitário das Debêntures da Segunda Série incidirão juros remuneratórios correspondentes à variação  acumulada de 100% (cem por cento) da Taxa DI, acrescida de spread (sobretaxa) de 0,90% (noventa centésimos por cento) ao ano, base 252 (duzentos e cinquenta e dois) Dias Úteis (“Remuneração das Debêntures da Segunda Série”","O saldo do Valor Nominal Unitário, das Debêntures será amortizado a cada Data de Pagamento, nos termos desta Escritura de Emissão e desde que observada a Ordem de Aplicação dos Recursos prevista na clausula 4.31 prevista na Escritura, por meio do procedimento que consta da Clausula 4.14. da Escritura.",Não,Não,Sim
SRE/4071/2024,CVM/SRE/AUT/DEB/PRI/2024/967,Debêntures,"1.000.000.000,0000","1.000.000.000,0000",26/12/2024,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,3ª Série Subordinada,"150.000,0000","1.000,0000","150.000.000,0000",Prêmio 3a série - Conforme Escritura de Emissão,16/12/2024,16/10/2031,Quirografária,N/A,"Não incidirá, sobre o Valor Nominal Unitário das Debêntures da Terceira Série, quaisquer juros remuneratórios observado, o Prêmio Mensal das Debêntures da Terceira Sêrie, conforme disposto na Escritura.","O saldo do Valor Nominal Unitário, das Debêntures será amortizado a cada Data de Pagamento, nos termos desta Escritura de Emissão e desde que observada a Ordem de Aplicação dos Recursos prevista na clausula 4.31 prevista na Escritura, por meio do procedimento que consta da Clausula 4.14. da Escritura.",Não,Não,Sim
SRE/3877/2024,CVM/SRE/AUT/DEB/PRI/2024/964,Debêntures,"1.750.000.000,0000","1.750.000.000,0000",26/12/2024,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,Série Única,"1.750.000,0000","1.000,0000","1.750.000.000,0000","DI+0,80% a.a., b. 252 d.u.",22/11/2024,22/11/2030,Quirografária,AAA(bra),,No vencimento (Bullet),Não,Não,Sim
SRE/4179/2024,CVM/SRE/AUT/DEB/PRI/2024/963,Debêntures,"24.000.000,0000","0,0000",24/12/2024,OPD Aut Profissional - sem bookbuilding,Oferta Encerrada,DEBÊNTURES,,,,,,,,,,,,,
SRE/4178/2024,CVM/SRE/AUT/DEB/PRI/2024/961,Debêntures,"210.000.000,0000","0,0000",24/12/2024,OPD Aut Profissional - sem bookbuilding,Oferta Encerrada,Debêntures - 1ª Série,,,,,,,,,,,,,
SRE/4178/2024,CVM/SRE/AUT/DEB/PRI/2024/962,Debêntures,"210.000.000,0000","0,0000",24/12/2024,OPD Aut Profissional - sem bookbuilding,Oferta Encerrada,Debêntures - 2ª Série,,,,,,,,,,,,,
SRE/4173/2024,CVM/SRE/AUT/DEB/PRI/2024/959,Debêntures,"416.000.000,0000","0,0000",24/12/2024,OPD Aut Profissional - sem bookbuilding,Oferta Encerrada,1ª Série,,,,,,,,,,,,,
SRE/4173/2024,CVM/SRE/AUT/DEB/PRI/2024/960,Debêntures,"416.000.000,0000","0,0000",24/12/2024,OPD Aut Profissional - sem bookbuilding,Oferta Encerrada,2ª Série,,,,,,,,,,,,,
SRE/3583/2024,CVM/SRE/AUT/DEB/PRI/2024/958,Debêntures,"750.000.000,0000","600.000.000,0000",24/12/2024,OPD Aut Público em Geral ou Qualificado - com bookbuilding,Oferta Encerrada,Série Única,"600.000,0000","1.000,0000","600.000.000,0000","8,3082%",15/12/2024,15/12/2034,Quirografária,,"Sobre o Valor Nominal Unitário Atualizado das Debêntures incidirão juros remuneratórios correspondentes a 8,3082% (oito inteiros e três mil e oitenta e dois centésimos de milésimos por cento) ao ano, base 252 (duzentos e cinquenta e dois) Dias Úteis incidentes desde a Data de Início da Rentabilidade ou a Data de Pagamento da Remuneração das Debêntures imediatamente anterior (inclusive), conforme o caso, até a data do efetivo pagamento.","O Valor Nominal Unitário Atualizado das Debêntures será amortizado em 3 (três) parcelas anuais consecutivas, sendo a primeira parcela devida em 15 de dezembro de 2032 e a última na Data de Vencimento das Debêntures, conforme datas estabelecidas na Escritura de Emissão",Sim,Não,Sim
SRE/4167/2024,CVM/SRE/AUT/DEB/PRI/2024/957,Debêntures,"115.000.000,0000","0,0000",23/12/2024,OPD Aut Profissional - sem bookbuilding,Oferta Encerrada,Debênture,,,,,,,,,,,,,
SRE/4090/2024,CVM/SRE/AUT/DEB/PRI/2024/956,Debêntures,"500.000.000,0000","500.000.000,0000",23/12/2024,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,Debêntures,"500.000,0000","1.000,0000","500.000.000,0000","7,5600%",15/12/2024,15/12/2044,Garantia Real,,"IPCA+7,56% a.a.","Customizada em parcelas semestrais e consecutivas, a partir do 30º mês (inclusive)",Sim,Não,Sim
SRE/3985/2024,CVM/SRE/AUT/DEB/PRI/2024/955,Debêntures,"1.000.000.000,0000","1.000.000.000,0000",23/12/2024,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,Debêntures,"1.000.000,0000","1.000,0000","1.000.000.000,0000","di + 1,45% ao ano",11/12/2024,11/12/2031,Quirografária,,"di + 1,45% ao ano","3 (três) parcelas anuais e consecutivas, sendo o primeiro pagamento em 11 de dezembro de 2029",Não,Não,Sim
SRE/4088/2024,CVM/SRE/AUT/DEB/PRI/2024/954,Debêntures,"340.000.000,0000","340.000.000,0000",23/12/2024,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,Debêntures,"340.000,0000","1.000,0000","340.000.000,0000","100% da Taxa DI + 1,30%",20/12/2024,20/12/2030,Quirografária,,"100% da Taxa DI + 1,30%","O saldo do Valor Nominal Unitário das Debêntures será amortizado a partir do 24º (vigésimo quarto) mês contado da Data de Emissão, inclusive, em 9 (nove) parcelas semestrais consecutivas",Não,Não,Sim
SRE/4066/2024,CVM/SRE/AUT/DEB/PRI/2024/953,Debêntures,"1.000.000.000,0000","1.000.000.000,0000",23/12/2024,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,Série Única,"1.000.000,0000","1.000,0000","1.000.000.000,0000","100% DI + 2,00%",26/12/2024,26/12/2029,Quirografária,N/A,"Juros remuneratórios correspondentes à variação acumulada de 100% (cem por cento) das taxas médias diárias do DI – Depósito Interfinanceiro de um dia, “over extra grupo”, expressas na forma percentual ao ano, base 252 (duzentos e cinquenta e dois) Dias Úteis, calculadas e divulgadas diariamente pela B3 S.A. – Brasil, Bolsa, Balcão, no informativo diário disponível em sua página na Internet (www.b3.com.br) (“Taxa DI Over”), acrescida, exponencialmente, de determinado spread ou sobretaxa de 2,0000% (dois por cento) ao ano, base 252 (duzentos e cinquenta e dois) Dias Úteis.","O saldo do Valor Nominal Unitário das Debêntures será amortizado trimestralmente, a partir do 13º (décimo terceiro) mês (inclusive) contado a partir da Data de Emissão das Debêntures, sendo o primeiro pagamento devido em 26 de janeiro de 2026, os demais pagamentos devidos sempre no dia 26 dos meses de janeiro, abril, julho e outubro, sendo o último pagamento devido na Data de Vencimento.",Não,Não,Sim
SRE/3900/2024,CVM/SRE/AUT/DEB/PRI/2024/951,Debêntures,"400.000.000,0000","400.000.000,0000",23/12/2024,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,debêntures,"348.500,0000","1.000,0000","348.500.000,0000","DI + 0,95%",15/12/2024,15/12/2029,Quirografária,Fitch Ratings,"DI + 0,95%",bullet,Não,Não,Sim
SRE/3900/2024,CVM/SRE/AUT/DEB/PRI/2024/952,Debêntures,"400.000.000,0000","400.000.000,0000",23/12/2024,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,debêntures,"51.500,0000","1.000,0000","51.500.000,0000","DI + 1,10%",15/12/2024,15/12/2031,Quirografária,Fitch Ratings,"DI + 1,10%",ao final do 6º e 7º ano,Não,Não,Sim
SRE/4140/2024,CVM/SRE/AUT/DEB/PRI/2024/950,Debêntures,"750.000.000,0000","0,0000",20/12/2024,OPD Aut Profissional - sem bookbuilding,Oferta Encerrada,Série Única,,,,,,,,,,,,,
SRE/3775/2024,CVM/SRE/AUT/DEB/PRI/2024/949,Debêntures,"800.000.000,0000","800.000.000,0000",20/12/2024,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,Série Única,"800.000,0000","1.000,0000","800.000.000,0000","IPCA + 7,2843% a.a.",15/12/2024,15/12/2036,Quirografária,,"IPCA + 7,2843% a.a.","Anual, ao final do 10o, 11o e 12o anos",Sim,Não,Sim
SRE/3776/2024,CVM/SRE/AUT/DEB/PRI/2024/948,Debêntures,"500.000.000,0000","500.000.000,0000",20/12/2024,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,Série Única,"500.000,0000","1.000,0000","500.000.000,0000","IPCA + 7,2843% a.a.",15/12/2024,15/12/2036,Quirografária,,"IPCA + 7,2843% a.a.","Anual, ao final do 10o, 11o e 12o anos",Sim,Não,Sim
SRE/3700/2024,CVM/SRE/AUT/DEB/PRI/2024/946,Debêntures,"1.000.000.000,0000","1.000.000.000,0000",20/12/2024,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,Debentures,"500.000,0000","1.000,0000","500.000.000,0000","DI+ 2,30% ao ano",27/11/2024,27/11/2028,Quirografária,,"DI+ 2,30% ao ano","No vencimento, bullet.",Não,Não,Sim
SRE/3700/2024,CVM/SRE/AUT/DEB/PRI/2024/947,Debêntures,"1.000.000.000,0000","1.000.000.000,0000",20/12/2024,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,Debêntures,"500.000,0000","1.000,0000","500.000.000,0000","DI + 2,70% ao ano.",27/11/2024,27/11/2031,Quirografária,,"DI + 2,70% ao ano.","Anual, ao final do 6º e 7º ano.",Não,Não,Sim
SRE/4062/2024,CVM/SRE/AUT/DEB/PRI/2024/945,Debêntures,"1.000.000.000,0000","1.000.000.000,0000",20/12/2024,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,"Debênture, em série única","1.000.000,0000","1.000,0000","1.000.000.000,0000","CDI + 1,75% a.a.",20/12/2024,20/12/2029,Quirografária,S&P Global Ratings Brasil,"CDI + 1,75% a.a.","Semestral, sem carência",Não,Não,Sim
SRE/4011/2024,CVM/SRE/AUT/DEB/PRI/2024/944,Debêntures,"600.000.000,0000","600.000.000,0000",20/12/2024,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,Debêntures Primeira Série,"600.000,0000","1.000,0000","600.000.000,0000","Sobre o Valor Nominal Unitário Atualizado ou saldo do Valor Nominal  Unitário Atualizado, conforme o caso, das Debêntures, incidirão juros  remuneratórios correspondentes a 7,1728% (sete inteiros, mil setecentos e vinte  e oito décimos de milésimos por ce",15/12/2024,15/12/2036,Quirografária,,"Sobre o Valor Nominal Unitário Atualizado ou saldo do Valor Nominal  Unitário Atualizado, conforme o caso, das Debêntures, incidirão juros  remuneratórios correspondentes a 7,1728% (sete inteiros, mil setecentos e vinte  e oito décimos de milésimos por cento)",O saldo do Valor Nominal Unitário Atualizado das Debêntures da Primeira Série será integralmente amortizado na Data de Vencimento das Debêntures da Primeira Série,Sim,Não,Sim
SRE/3960/2024,CVM/SRE/AUT/DEB/PRI/2024/943,Debêntures,"4.500.000.000,0000","4.500.000.000,0000",20/12/2024,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,Debêntures Série Única,"4.500.000,0000","1.000,0000","4.500.000.000,0000","CDI + 0,54% (cinquenta e quatro centésimos por cento) ao ano, base 252 (duzentos e cinquenta e dois)",17/12/2024,17/12/2027,Quirografária,AAA,"CDI + 0,54% (cinquenta e quatro centésimos por cento) ao ano, base 252 (duzentos e cinquenta e dois)","O saldo do Valor Nominal Unitário das Debêntures será amortizado em uma única data, qual seja, na Data de Vencimento",Não,Não,Sim
SRE/4120/2024,CVM/SRE/AUT/DEB/PRI/2024/941,Debêntures,"40.000.000,0000","0,0000",20/12/2024,OPD Aut Profissional - sem bookbuilding - Emissor Não Registrado,Oferta Encerrada,1ª Série,,,,,,,,,,,,,
SRE/4120/2024,CVM/SRE/AUT/DEB/PRI/2024/942,Debêntures,"40.000.000,0000","0,0000",20/12/2024,OPD Aut Profissional - sem bookbuilding - Emissor Não Registrado,Oferta Encerrada,2ª Série,,,,,,,,,,,,,
SRE/4014/2024,CVM/SRE/AUT/DEB/PRI/2024/940,Debêntures,"800.000.000,0000","800.000.000,0000",19/12/2024,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,Debêntures,"800.000,0000","1.000,0000","800.000.000,0000","CDI + 0,87%",05/12/2024,05/08/2032,Garantia Real,,"CDI + 0,87%","o pagamento do Valor Nominal Unitário será realizado a partir de 05 de dezembro de 2026, conforme percentuais e datas de amortização a serem indicados na Escritura de Emissão",Não,Não,Sim
SRE/3908/2024,CVM/SRE/AUT/DEB/PRI/2024/939,Debêntures,"190.000.000,0000","190.000.000,0000",19/12/2024,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,debêntures,"190.000,0000","1.000,0000","190.000.000,0000","DI + 0,80%",15/12/2024,15/12/2029,Quirografária,Fitch Ratings,,bullet,Não,Não,Sim
SRE/3908/2024,Em andamento,Debêntures,"190.000.000,0000","190.000.000,0000",19/12/2024,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,debêntures,,,,,,,,,,,,,
SRE/3910/2024,CVM/SRE/AUT/DEB/PRI/2024/938,Debêntures,"190.000.000,0000","190.000.000,0000",19/12/2024,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,Debêntures - 1 Série,"190.000,0000","1.000,0000","190.000.000,0000","DI + 0,80%",15/12/2024,15/12/2029,Quirografária,,,Amortização das Debêntures da 1ª Série: Bullet,Não,Não,Não
SRE/3910/2024,Em andamento,Debêntures,"190.000.000,0000","190.000.000,0000",19/12/2024,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,Debêntures - 2ª Série,,,,,,,,,,,,,
SRE/3770/2024,CVM/SRE/AUT/DEB/PRI/2024/937,Debêntures,"420.000.000,0000","420.000.000,0000",19/12/2024,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,Debêntures,"420.000,0000","1.000,0000","420.000.000,0000","CDI + 3,50% ao ano",26/11/2024,26/11/2031,Quirografária,,"100% (cem por cento) das taxas médias diárias do DI expressas na forma percentual ao ano, acrescida de 3,50%  ao ano, base 252 Dias Úteis, calculado de forma exponencial e cumulativa pro rata temporis, por Dias Úteis decorridos","A Remuneração será paga mensalmente, sendo o primeiro pagamento em 26 de dezembro de 2024 e o último pagamento na Data de Vencimento (cada uma dessas datas, uma “Data de Pagamento da Remuneração”), conforme tabela constante na Escritura de Emissão.",Não,Não,Sim
SRE/3914/2024,CVM/SRE/AUT/DEB/PRI/2024/936,Debêntures,"455.000.000,0000","455.000.000,0000",19/12/2024,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,DEBÊNTURES,"455.000,0000","1.000,0000","455.000.000,0000","DI + 1,00% a.a.",18/12/2024,18/11/2031,Garantia Real,,"DI + 1,00% a.a.","A Emissora poderá realizar a amortização extraordinária parcial facultativa das Debêntures, a qualquer momento, observados os termos e condições estabelecidos na Escritura de Emissão.",Não,Não,Sim
SRE/3957/2024,CVM/SRE/AUT/DEB/PRI/2024/934,Debêntures,"150.000.000,0000","150.000.000,0000",19/12/2024,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,Debêntures,"90.000,0000","1.000,0000","90.000.000,0000","DI + 1,40% a.a.",26/12/2024,15/12/2027,Quirografária,AA(bra),"DI + 1,40% a.a.","Anual, com a primeira parcela em 15/12/2026 e a última em 15/12/2027.",Não,Não,Sim
SRE/3957/2024,CVM/SRE/AUT/DEB/PRI/2024/935,Debêntures,"150.000.000,0000","150.000.000,0000",19/12/2024,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,Debêntures,"60.000,0000","1.000,0000","60.000.000,0000","DI + 1,60% a.a.",26/12/2024,17/12/2029,Quirografária,AA(bra),"DI + 1,60% a.a.","Anual, com a primeira parcela em 15/12/2028 e a última em 17/12/2029.",Não,Não,Sim
SRE/3876/2024,CVM/SRE/AUT/DEB/PRI/2024/933,Debêntures,"250.000.000,0000","250.000.000,0000",19/12/2024,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,Série Única,"250.000,0000","1.000,0000","250.000.000,0000","7,9091%",15/12/2024,15/12/2036,Quirografária,,"Sobre o Valor Nominal Unitário Atualizado incidirão juros remuneratórios correspondentes a 7,9091% (sete inteiros, nove mil e noventa e um décimos de milésimos por cento) ao ano, base 252 (duzentos e cinquenta e dois) Dias Úteis, calculados de forma exponencial e cumulativa pro rata temporis por Dias Úteis decorridos, desde a primeira Data de Integralização ou a Data de Pagamento da Remuneração imediatamente anterior, conforme o caso, até a data do efetivo pagamento.","O pagamento da amortização das Debêntures será realizado em 4 (quatro) parcelas anuais e consecutivas, a partir do 9º (nono) ano (inclusive), contado da Data de Emissão, sendo certo que o pagamento da primeira parcela de amortização das Debêntures deverá ocorrer em 15 de dezembro de 2033 e a última, na Data de Vencimento, conforme cronograma de amortização descrito na Escritura de Emissão.",Sim,Não,Sim
